smiles,pka_values,functional_groups,mapping,pka_matrix
NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[2.76, 4.2, 7.5, 10.29]","[{'type': 'COOH', 'indices': [24]}, {'type': 'COOH', 'indices': [27]}, {'type': 'SecondaryAmine', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'2.76': {'type': 'COOH', 'indices': [24]}, '4.2': {'type': 'COOH', 'indices': [27]}, '7.5': {'type': 'PrimaryAmine', 'indices': [0]}, '10.29': {'type': 'PrimaryAmine', 'indices': [10]}}","[(24, 2.76), (27, 4.2), (0, 7.5), (10, 10.29)]"
CCCC(N)C(=O)OC,[7.66],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'7.66': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 7.66)]"
NCC(=O)NO,"[7.48, 9.18]","[{'type': 'NHydroxylamine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.48': {'type': 'PrimaryAmine', 'indices': [0]}, '9.18': {'type': 'NHydroxylamine', 'indices': [5]}}","[(0, 7.48), (5, 9.18)]"
CNc1cc(nc(c1)C(O)=O)C(O)=O,"[1.3, 9.68]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [12]}, {'type': 'Pyridine', 'indices': [5]}, {'type': 'SecondaryAmine', 'indices': [1]}]","{'1.3': {'type': 'COOH', 'indices': [9]}, '9.68': {'type': 'SecondaryAmine', 'indices': [1]}}","[(9, 1.3), (1, 9.68)]"
Cc1[nH]cc(C)n1,[8.45],"[{'type': 'Imidazole', 'indices': [6]}]","{'8.45': {'type': 'Imidazole', 'indices': [6]}}","[(6, 8.45)]"
O[P](O)(=O)O[P]([O-])(=O)Oc1ccccc1,"[1.3, 6.32]","[{'type': 'PhosphonicAcid', 'indices': [0]}, {'type': 'PhosphonicAcid', 'indices': [2]}]","{'1.3': {'type': 'PhosphonicAcid', 'indices': [0]}, '6.32': {'type': 'PhosphonicAcid', 'indices': [2]}}","[(0, 1.3), (2, 6.32)]"
NCCCSCc1ccccn1,"[4.46, 9.97]","[{'type': 'Pyridine', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.46': {'type': 'Pyridine', 'indices': [11]}, '9.97': {'type': 'PrimaryAmine', 'indices': [0]}}","[(11, 4.46), (0, 9.97)]"
CC(C)(N)[P](O)(O)=O,"[0.6, 5.82, 10.3]","[{'type': 'Phosphate', 'indices': [5]}, {'type': 'Phosphate', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'0.6': {'type': 'Phosphate', 'indices': [5]}, '5.82': {'type': 'Phosphate', 'indices': [6]}, '10.3': {'type': 'PrimaryAmine', 'indices': [3]}}","[(5, 0.6), (6, 5.82), (3, 10.3)]"
NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,"[1.0, 4.51, 6.61]","[{'type': 'PhosphonicAcid', 'indices': [14]}, {'type': 'PhosphonicAcid', 'indices': [18]}, {'type': 'PhosphonicAcid', 'indices': [19]}, {'type': 'Aniline', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [22]}, {'type': 'AliphaticRingAlcohol', 'indices': [24]}]","{'1.0': {'type': 'PhosphonicAcid', 'indices': [14]}, '4.51': {'type': 'Aniline', 'indices': [0]}, '6.61': {'type': 'PhosphonicAcid', 'indices': [18]}}","[(14, 1.0), (0, 4.51), (18, 6.61)]"
OCC(O)C(O)=O,[3.47],"[{'type': 'COOH', 'indices': [5]}]","{'3.47': {'type': 'COOH', 'indices': [5]}}","[(5, 3.47)]"
OC1CC(=CC(O)C1O)C(O)=O,[4.01],"[{'type': 'COOH', 'indices': [10]}, {'type': 'AliphaticRingAlcohol', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [6]}, {'type': 'AliphaticRingAlcohol', 'indices': [8]}]","{'4.01': {'type': 'COOH', 'indices': [10]}}","[(10, 4.01)]"
NCCCC[C@H](N)C(=O)NCC(O)=O,"[7.64, 10.61]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'7.64': {'type': 'PrimaryAmine', 'indices': [0]}, '10.61': {'type': 'PrimaryAmine', 'indices': [6]}}","[(0, 7.64), (6, 10.61)]"
Oc1cccc(c1)[N+]([O-])=O,[8.21],"[{'type': 'Phenol', 'indices': [0]}]","{'8.21': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.21)]"
CNCCSCCCCN,"[9.55, 10.51]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'9.55': {'type': 'PrimaryAmine', 'indices': [9]}, '10.51': {'type': 'SecondaryAmine', 'indices': [1]}}","[(9, 9.55), (1, 10.51)]"
COCc1cc(C)c(CN)c(N)n1,"[5.41, 8.96]","[{'type': 'Pyridine', 'indices': [12]}, {'type': 'Aniline', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'5.41': {'type': 'Aniline', 'indices': [11]}, '8.96': {'type': 'PrimaryAmine', 'indices': [9]}}","[(11, 5.41), (9, 8.96)]"
NC(=O)CCCCc1cccnc1,[5.6],"[{'type': 'Pyridine', 'indices': [11]}]","{'5.6': {'type': 'Pyridine', 'indices': [11]}}","[(11, 5.6)]"
NCC(=O)NC(CO[P](O)(O)=O)C(O)=O,"[2.91, 6.03, 8.42]","[{'type': 'PhosphonicAcid', 'indices': [9]}, {'type': 'PhosphonicAcid', 'indices': [10]}, {'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.91': {'type': 'COOH', 'indices': [13]}, '6.03': {'type': 'PhosphonicAcid', 'indices': [9]}, '8.42': {'type': 'PrimaryAmine', 'indices': [0]}}","[(13, 2.91), (9, 6.03), (0, 8.42)]"
NCCC(=O)NCCC(N)=O,[9.21],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.21': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.21)]"
OCCCc1ccccn1,[5.66],"[{'type': 'Pyridine', 'indices': [9]}]","{'5.66': {'type': 'Pyridine', 'indices': [9]}}","[(9, 5.66)]"
CCOC(=O)CCN,[9.18],"[{'type': 'PrimaryAmine', 'indices': [7]}]","{'9.18': {'type': 'PrimaryAmine', 'indices': [7]}}","[(7, 9.18)]"
CCc1[nH]cc(C)n1,[8.6],"[{'type': 'Imidazole', 'indices': [7]}]","{'8.6': {'type': 'Imidazole', 'indices': [7]}}","[(7, 8.6)]"
O=C1CC(=O)NCCNCCSCCNCCN1,"[7.23, 8.16]","[{'type': 'SecondaryAmine', 'indices': [8]}, {'type': 'SecondaryAmine', 'indices': [14]}]","{'7.23': {'type': 'SecondaryAmine', 'indices': [8]}, '8.16': {'type': 'SecondaryAmine', 'indices': [14]}}","[(8, 7.23), (14, 8.16)]"
OC(=O)CSCCCCSCC(O)=O,"[3.38, 4.1]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [12]}]","{'3.38': {'type': 'COOH', 'indices': [0]}, '4.1': {'type': 'COOH', 'indices': [12]}}","[(0, 3.38), (12, 4.1)]"
CN1CCCC1,[10.46],"[{'type': 'TertiaryAmine', 'indices': [1]}]","{'10.46': {'type': 'TertiaryAmine', 'indices': [1]}}","[(1, 10.46)]"
CC(C)CN,[10.53],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'10.53': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 10.53)]"
O[P](O)(=O)c1cccc(c1)[N+]([O-])=O,"[1.2, 6.61]","[{'type': 'Phosphate', 'indices': [0]}, {'type': 'Phosphate', 'indices': [2]}]","{'1.2': {'type': 'Phosphate', 'indices': [0]}, '6.61': {'type': 'Phosphate', 'indices': [2]}}","[(0, 1.2), (2, 6.61)]"
CC[C@H](C)[C@H](N)C(O)=O,"[2.4, 9.71]","[{'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.4': {'type': 'COOH', 'indices': [7]}, '9.71': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 2.4), (5, 9.71)]"
COC(=O)C(N)CCCCN,"[7.04, 10.07]","[{'type': 'PrimaryAmine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'7.04': {'type': 'PrimaryAmine', 'indices': [5]}, '10.07': {'type': 'PrimaryAmine', 'indices': [10]}}","[(5, 7.04), (10, 10.07)]"
Nc1cccc(c1)C(O)=O,"[3.11, 4.65]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Aniline', 'indices': [0]}]","{'3.11': {'type': 'Aniline', 'indices': [0]}, '4.65': {'type': 'COOH', 'indices': [8]}}","[(0, 3.11), (8, 4.65)]"
NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(O)=O,"[3.43, 8.51, 10.27]","[{'type': 'COOH', 'indices': [26]}, {'type': 'Phenol', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.43': {'type': 'COOH', 'indices': [26]}, '8.51': {'type': 'Phenol', 'indices': [18]}, '10.27': {'type': 'PrimaryAmine', 'indices': [0]}}","[(26, 3.43), (18, 8.51), (0, 10.27)]"
CNCCCNCCCN,"[7.03, 9.69, 10.68]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'7.03': {'type': 'PrimaryAmine', 'indices': [9]}, '9.69': {'type': 'SecondaryAmine', 'indices': [1]}, '10.68': {'type': 'SecondaryAmine', 'indices': [5]}}","[(9, 7.03), (1, 9.69), (5, 10.68)]"
N[C@H]1CC=CC[C@H]1C(O)=O,"[3.29, 10.2]","[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.29': {'type': 'COOH', 'indices': [8]}, '10.2': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 3.29), (0, 10.2)]"
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,"[3.36, 7.92, 9.78]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.36': {'type': 'COOH', 'indices': [19]}, '7.92': {'type': 'PrimaryAmine', 'indices': [0]}, '9.78': {'type': 'Phenol', 'indices': [11]}}","[(19, 3.36), (0, 7.92), (11, 9.78)]"
OC(=O)Cc1ccc(I)cc1,[4.18],"[{'type': 'COOH', 'indices': [0]}]","{'4.18': {'type': 'COOH', 'indices': [0]}}","[(0, 4.18)]"
CN1CCN2CCNCCN(CC1)CCN(C)CC2,"[9.05, 12.5]","[{'type': 'SecondaryAmine', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [1]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [10]}, {'type': 'TertiaryAmine', 'indices': [15]}]","{'9.05': {'type': 'SecondaryAmine', 'indices': [7]}, '12.5': {'type': 'TertiaryAmine', 'indices': [1]}}","[(7, 9.05), (1, 12.5)]"
OC(=O)C#CBr,[1.86],"[{'type': 'COOH', 'indices': [0]}]","{'1.86': {'type': 'COOH', 'indices': [0]}}","[(0, 1.86)]"
OC(=O)c1ccccc1Oc2ccccc2,[3.53],"[{'type': 'COOH', 'indices': [0]}]","{'3.53': {'type': 'COOH', 'indices': [0]}}","[(0, 3.53)]"
CNCCCNC,"[9.08, 10.87]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [5]}]","{'9.08': {'type': 'SecondaryAmine', 'indices': [1]}, '10.87': {'type': 'SecondaryAmine', 'indices': [5]}}","[(1, 9.08), (5, 10.87)]"
Nc1cc2ccccc2c(c1)C(O)=O,"[2.52, 4.52]","[{'type': 'COOH', 'indices': [12]}, {'type': 'Aniline', 'indices': [0]}]","{'2.52': {'type': 'COOH', 'indices': [12]}, '4.52': {'type': 'Aniline', 'indices': [0]}}","[(12, 2.52), (0, 4.52)]"
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,[7.15],"[{'type': 'ImidazoleLike', 'indices': [11]}, {'type': 'ImidazoleLike', 'indices': [13]}]","{'7.15': {'type': 'ImidazoleLike', 'indices': [11]}}","[(11, 7.15)]"
CC[C@H](C)[C@@H](N)C(O)=O,"[2.2, 9.62]","[{'type': 'COOH', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.2': {'type': 'COOH', 'indices': [7]}, '9.62': {'type': 'PrimaryAmine', 'indices': [5]}}","[(7, 2.2), (5, 9.62)]"
N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,"[3.03, 4.12, 7.96]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.03': {'type': 'COOH', 'indices': [5]}, '4.12': {'type': 'COOH', 'indices': [12]}, '7.96': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 3.03), (12, 4.12), (0, 7.96)]"
CCOC(=O)CN,[7.71],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'7.71': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 7.71)]"
OCC(CO)N(CC(O)=O)CC(O)=O,"[2.65, 8.58]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [12]}, {'type': 'TertiaryAmine', 'indices': [5]}]","{'2.65': {'type': 'COOH', 'indices': [8]}, '8.58': {'type': 'TertiaryAmine', 'indices': [5]}}","[(8, 2.65), (5, 8.58)]"
OC(C(O)C(O)=O)C(O)=O,"[3.0, 4.5]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'3.0': {'type': 'COOH', 'indices': [5]}, '4.5': {'type': 'COOH', 'indices': [8]}}","[(5, 3.0), (8, 4.5)]"
CC(C)(C)c1ccc(O)cc1,[10.31],"[{'type': 'Phenol', 'indices': [8]}]","{'10.31': {'type': 'Phenol', 'indices': [8]}}","[(8, 10.31)]"
Oc1ccc(cc1)N=O,[6.33],"[{'type': 'Phenol', 'indices': [0]}]","{'6.33': {'type': 'Phenol', 'indices': [0]}}","[(0, 6.33)]"
SCCS,"[8.93, 10.43]","[{'type': 'Thiol', 'indices': [0]}, {'type': 'Thiol', 'indices': [3]}]","{'8.93': {'type': 'Thiol', 'indices': [0]}, '10.43': {'type': 'Thiol', 'indices': [3]}}","[(0, 8.93), (3, 10.43)]"
Brc1ccncc1,[3.68],"[{'type': 'Pyridine', 'indices': [4]}]","{'3.68': {'type': 'Pyridine', 'indices': [4]}}","[(4, 3.68)]"
N[C@@H]1CCCC[C@H]1C(O)=O,"[3.47, 10.01]","[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.47': {'type': 'COOH', 'indices': [8]}, '10.01': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 3.47), (0, 10.01)]"
COc1cccnc1,[4.89],"[{'type': 'Pyridine', 'indices': [6]}]","{'4.89': {'type': 'Pyridine', 'indices': [6]}}","[(6, 4.89)]"
NNc1ccccn1,[7.24],"[{'type': 'Pyridine', 'indices': [7]}, {'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.24': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.24)]"
OC(=O)CCSCCC(O)=O,"[4.03, 4.74]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'4.03': {'type': 'COOH', 'indices': [0]}, '4.74': {'type': 'COOH', 'indices': [9]}}","[(0, 4.03), (9, 4.74)]"
NCC(O)=O,"[2.5, 9.76]","[{'type': 'COOH', 'indices': [3]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.5': {'type': 'COOH', 'indices': [3]}, '9.76': {'type': 'PrimaryAmine', 'indices': [0]}}","[(3, 2.5), (0, 9.76)]"
NCc1ccncc1,"[4.05, 8.3]","[{'type': 'Pyridine', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.05': {'type': 'Pyridine', 'indices': [5]}, '8.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 4.05), (0, 8.3)]"
Oc1cccc(F)c1,[9.01],"[{'type': 'Phenol', 'indices': [0]}]","{'9.01': {'type': 'Phenol', 'indices': [0]}}","[(0, 9.01)]"
Oc1ccc2cc(cc(c2c1)[S](O)(=O)=O)[S](O)(=O)=O,[8.61],"[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'SulfonicAcid', 'indices': [16]}, {'type': 'Phenol', 'indices': [0]}]","{'8.61': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.61)]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.2, 8.02]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.2': {'type': 'COOH', 'indices': [14]}, '8.02': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.2), (2, 8.02)]"
Oc1cccc[n+]1[O-],[5.81],"[{'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [6]}]","{'5.81': {'type': 'Pyridine', 'indices': [6]}}","[(6, 5.81)]"
COc1ccccc1OCC(O)=O,[3.23],"[{'type': 'COOH', 'indices': [11]}]","{'3.23': {'type': 'COOH', 'indices': [11]}}","[(11, 3.23)]"
Oc1ccc(c2cccnc12)[S](O)(=O)=O,"[3.99, 8.33]","[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [9]}]","{'3.99': {'type': 'Pyridine', 'indices': [9]}, '8.33': {'type': 'Phenol', 'indices': [0]}}","[(9, 3.99), (0, 8.33)]"
OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,"[1.3, 6.74]","[{'type': 'PhosphonicAcid', 'indices': [10]}, {'type': 'PhosphonicAcid', 'indices': [14]}, {'type': 'PhosphonicAcid', 'indices': [15]}, {'type': 'AliphaticRingAlcohol', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [3]}]","{'1.3': {'type': 'PhosphonicAcid', 'indices': [10]}, '6.74': {'type': 'PhosphonicAcid', 'indices': [14]}}","[(10, 1.3), (14, 6.74)]"
COc1ccc(N)cc1,[5.36],"[{'type': 'Aniline', 'indices': [6]}]","{'5.36': {'type': 'Aniline', 'indices': [6]}}","[(6, 5.36)]"
OCc1ccncc1O,"[5.0, 8.95]","[{'type': 'Phenol', 'indices': [8]}, {'type': 'Pyridine', 'indices': [5]}]","{'5.0': {'type': 'Pyridine', 'indices': [5]}, '8.95': {'type': 'Phenol', 'indices': [8]}}","[(5, 5.0), (8, 8.95)]"
OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,"[1.8, 8.66]","[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'COOH', 'indices': [0]}, {'type': 'SecondaryAmine', 'indices': [4]}]","{'1.8': {'type': 'COOH', 'indices': [0]}, '8.66': {'type': 'SecondaryAmine', 'indices': [4]}}","[(0, 1.8), (4, 8.66)]"
COCCC(O)=O,[4.71],"[{'type': 'COOH', 'indices': [5]}]","{'4.71': {'type': 'COOH', 'indices': [5]}}","[(5, 4.71)]"
OC(=O)C\C(=C/C(O)=O)C(O)=O,"[2.62, 3.97, 5.71]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [10]}]","{'2.62': {'type': 'COOH', 'indices': [0]}, '3.97': {'type': 'COOH', 'indices': [7]}, '5.71': {'type': 'COOH', 'indices': [10]}}","[(0, 2.62), (7, 3.97), (10, 5.71)]"
OC(CN(CC(O)=O)CC(O)=O)c1ccccc1,"[3.17, 8.43]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [10]}, {'type': 'TertiaryAmine', 'indices': [3]}]","{'3.17': {'type': 'COOH', 'indices': [6]}, '8.43': {'type': 'TertiaryAmine', 'indices': [3]}}","[(6, 3.17), (3, 8.43)]"
O[C@@H](CS)[C@H](O)CS,"[9.18, 9.96]","[{'type': 'Thiol', 'indices': [3]}, {'type': 'Thiol', 'indices': [7]}]","{'9.18': {'type': 'Thiol', 'indices': [3]}, '9.96': {'type': 'Thiol', 'indices': [7]}}","[(3, 9.18), (7, 9.96)]"
Oc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,[5.42],"[{'type': 'Phenol', 'indices': [0]}]","{'5.42': {'type': 'Phenol', 'indices': [0]}}","[(0, 5.42)]"
CC(=O)NCCc1c[nH]cn1,[7.12],"[{'type': 'Imidazole', 'indices': [10]}]","{'7.12': {'type': 'Imidazole', 'indices': [10]}}","[(10, 7.12)]"
Oc1cccnc1,"[4.95, 8.62]","[{'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [5]}]","{'4.95': {'type': 'Pyridine', 'indices': [5]}, '8.62': {'type': 'Phenol', 'indices': [0]}}","[(5, 4.95), (0, 8.62)]"
Cc1ccc(N(CC(O)=O)CC(O)=O)c(c1)N(CC(O)=O)CC(O)=O,"[2.88, 3.53, 4.76, 6.95]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [12]}, {'type': 'COOH', 'indices': [19]}, {'type': 'COOH', 'indices': [23]}, {'type': 'TertiaryAmine', 'indices': [5]}, {'type': 'TertiaryAmine', 'indices': [16]}]","{'2.88': {'type': 'COOH', 'indices': [8]}, '3.53': {'type': 'COOH', 'indices': [12]}, '4.76': {'type': 'COOH', 'indices': [19]}, '6.95': {'type': 'COOH', 'indices': [23]}}","[(8, 2.88), (12, 3.53), (19, 4.76), (23, 6.95)]"
CC(C)(NC(N)=O)C(O)=O,[4.46],"[{'type': 'COOH', 'indices': [8]}]","{'4.46': {'type': 'COOH', 'indices': [8]}}","[(8, 4.46)]"
OC(=O)c1cc(F)ccc1F,[3.11],"[{'type': 'COOH', 'indices': [0]}]","{'3.11': {'type': 'COOH', 'indices': [0]}}","[(0, 3.11)]"
CN(CC(=O)NCC(=O)NCC(O)=O)C(=O)CN,"[3.35, 8.28]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [17]}]","{'3.35': {'type': 'COOH', 'indices': [12]}, '8.28': {'type': 'PrimaryAmine', 'indices': [17]}}","[(12, 3.35), (17, 8.28)]"
CCOC(=O)CSCC(O)=O,[3.66],"[{'type': 'COOH', 'indices': [9]}]","{'3.66': {'type': 'COOH', 'indices': [9]}}","[(9, 3.66)]"
OC(=O)c1ccccc1c2ccccc2C(O)=O,[3.27],"[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [16]}]","{'3.27': {'type': 'COOH', 'indices': [0]}}","[(0, 3.27)]"
OCCc1cccnc1,[5.38],"[{'type': 'Pyridine', 'indices': [7]}]","{'5.38': {'type': 'Pyridine', 'indices': [7]}}","[(7, 5.38)]"
OCCN(CCO)c1cc(C(O)=O)c(cc1C(O)=O)N(CCO)CCO,"[1.9, 4.96, 7.9]","[{'type': 'COOH', 'indices': [11]}, {'type': 'COOH', 'indices': [17]}, {'type': 'TertiaryAmine', 'indices': [3]}, {'type': 'TertiaryAmine', 'indices': [19]}]","{'1.9': {'type': 'COOH', 'indices': [11]}, '4.96': {'type': 'COOH', 'indices': [17]}, '7.9': {'type': 'TertiaryAmine', 'indices': [3]}}","[(11, 1.9), (17, 4.96), (3, 7.9)]"
OC(=O)COc1ccccc1I,[3.17],"[{'type': 'COOH', 'indices': [0]}]","{'3.17': {'type': 'COOH', 'indices': [0]}}","[(0, 3.17)]"
OCc1cccc(CO)n1,[4.39],"[{'type': 'Pyridine', 'indices': [9]}]","{'4.39': {'type': 'Pyridine', 'indices': [9]}}","[(9, 4.39)]"
OC(=O)C(CCC=C)C(O)=O,"[2.74, 5.35]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'2.74': {'type': 'COOH', 'indices': [0]}, '5.35': {'type': 'COOH', 'indices': [9]}}","[(0, 2.74), (9, 5.35)]"
CCN(CC)c1ccc(C)cc1,[7.24],"[{'type': 'TertiaryAmine', 'indices': [2]}]","{'7.24': {'type': 'TertiaryAmine', 'indices': [2]}}","[(2, 7.24)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,"[2.85, 4.65, 7.85, 10.17]","[{'type': 'COOH', 'indices': [17]}, {'type': 'COOH', 'indices': [20]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.85': {'type': 'COOH', 'indices': [17]}, '4.65': {'type': 'COOH', 'indices': [20]}, '7.85': {'type': 'PrimaryAmine', 'indices': [0]}, '10.17': {'type': 'Phenol', 'indices': [7]}}","[(17, 2.85), (20, 4.65), (0, 7.85), (7, 10.17)]"
Cc1cncc(C)c1,[6.25],"[{'type': 'Pyridine', 'indices': [3]}]","{'6.25': {'type': 'Pyridine', 'indices': [3]}}","[(3, 6.25)]"
COc1cccnc1C=O,[2.89],"[{'type': 'Pyridine', 'indices': [6]}]","{'2.89': {'type': 'Pyridine', 'indices': [6]}}","[(6, 2.89)]"
CCOC(=O)C(C)N,[7.91],"[{'type': 'PrimaryAmine', 'indices': [7]}]","{'7.91': {'type': 'PrimaryAmine', 'indices': [7]}}","[(7, 7.91)]"
Cc1cccc(C)c1OCC(O)=O,[3.36],"[{'type': 'COOH', 'indices': [11]}]","{'3.36': {'type': 'COOH', 'indices': [11]}}","[(11, 3.36)]"
OC(=O)C(=O)Cc1ccccc1,[2.33],"[{'type': 'COOH', 'indices': [0]}]","{'2.33': {'type': 'COOH', 'indices': [0]}}","[(0, 2.33)]"
NCCCN,"[9.16, 10.82]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'9.16': {'type': 'PrimaryAmine', 'indices': [0]}, '10.82': {'type': 'PrimaryAmine', 'indices': [4]}}","[(0, 9.16), (4, 10.82)]"
OC(=O)c1cccnc1C(O)=O,"[2.37, 4.8]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}, {'type': 'Pyridine', 'indices': [7]}]","{'2.37': {'type': 'COOH', 'indices': [0]}, '4.8': {'type': 'Pyridine', 'indices': [7]}}","[(0, 2.37), (7, 4.8)]"
Cn1cnc2C(=O)NC=Nc12,[9.22],"[{'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [3]}]","{'9.22': {'type': 'ImidazoleLike', 'indices': [1]}}","[(1, 9.22)]"
N[C@@H](Cc1ccccc1)C(N)=O,[7.26],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'7.26': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 7.26)]"
